CoverageChangePercent,CoveredLinesChange,TotalLinesChange
0.0,0,0
0.0,0,0
0.0,0,0
0.0024729092788500218,5,0
-0.11720609639524482,-43,195
0.435949453010126,-1606,-6317
0.0,0,0
-0.6174571989896169,-88,0
0.0,0,0
0.0,0,0
0.0,0,0
4.9187058630316915,599,0
0.0,0,0
-0.14780752176055678,-18,0
0.0,0,0
0.13153095398627523,119,0
0.2164210325220628,199,8
0.2164210325220628,199,8
0.0543916174573611,14,-103
0.0543916174573611,14,-103
0.0543916174573611,14,-103
0.0543916174573611,14,-103
0.049892253962185995,47,0
0.122813298236224,104,-75
0.122813298236224,104,-75
-0.00156739811912332,-1,0
0.13344392527799842,85,29
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,0
